,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
NTNames#childOf,-0.101597525,0.2501982,-0.17421286,-0.045609828,0.21814324,-0.105625235,0.28829086,0.03353514,-0.29983288,0.019679585,0.14642262,-0.22867519,0.36439368,-0.08766786,0.2927966,0.1874501,0.033929463,-0.1292459,-0.08897665,-0.2637065,0.09199873,0.03022348,-0.70874375,0.01866636,-0.19871308,-0.22111738,0.0884847,0.20353548,0.23021473,-0.10598795,0.2782196,0.00013536759,0.06384523,0.2547993,0.49908853,-0.008604365,0.5007191,-0.13293855,-0.20726728,0.26317155
NTNames#childOf_reverse,-0.14076123,0.5163592,-0.31374606,-0.055512562,0.33084697,-0.116020724,0.26898006,0.13231082,-0.47840247,0.04405407,0.0644233,-0.037104003,0.20863552,0.16030292,0.019834397,0.47857106,0.15904765,-0.23631802,-0.059822924,-0.17629991,0.23794928,-0.23700285,-0.5041489,0.038001448,-0.23349027,-0.21143183,-0.14010476,0.24886754,-0.4030764,-0.20591208,0.18393761,-0.34429502,-0.109402135,-0.120279856,0.46322146,-0.14431353,0.38586426,-0.15876795,-0.23499002,0.092915095
NTNames#collaboratesWith,0.38396236,0.29934183,-0.078349434,0.45958441,0.38140896,-0.13319552,0.21202005,0.06332879,-0.2915595,0.03919339,0.041354675,-0.13691926,-0.40207347,-0.23062839,-0.52916366,0.33547392,-0.024139583,-0.23827721,-0.68514264,0.16263628,-0.34122747,-0.431504,0.3584928,0.45574299,0.16982245,0.1992297,-0.85343367,0.19542429,-0.044168767,-0.5072433,0.33260286,0.4507485,-0.47886345,0.029083434,-0.011883551,0.19485775,-0.06475839,0.039005164,0.2658218,-0.15497632
NTNames#collaboratesWith_reverse,0.4098886,0.4488979,0.009527217,0.49004856,0.38701776,-0.07209255,0.1754493,0.21981673,-0.24655843,-0.03185427,0.09973481,-0.12161451,-0.32638407,-0.14866227,-0.40987948,0.30160475,0.03313762,-0.24146256,-0.75116944,0.31555122,-0.35997042,-0.37545946,0.4031819,0.414615,0.10625581,0.15449741,-0.74080634,0.27490202,-0.06334,-0.5613535,0.24873285,0.44305712,-0.50115573,-0.14010361,-0.021309013,0.07290759,-0.021422984,0.021194868,0.1956707,-0.33483642
NTNames#description,-0.58673894,-0.41819772,0.04774565,0.25627324,-0.61107934,0.13193597,0.039678514,-0.30362448,0.1601912,0.46309084,-0.3881267,-0.4523072,0.32798728,-0.19040225,0.027289461,-0.15453951,0.5126152,-0.06260403,0.16518965,0.15848516,0.23929067,0.19978797,-0.11028482,-0.011518623,0.3732268,-0.93780375,-0.066847175,0.35004506,0.40020263,-0.28769332,-0.11217276,0.07437561,-0.03279381,0.21199918,0.016886964,0.17999293,0.13633354,0.1149084,-0.34366214,-0.04973728
NTNames#description_reverse,-0.5655829,-0.3778955,-0.06194108,0.62734765,-0.5148271,-0.39083195,-0.49944437,0.11388405,0.3074013,-0.27612484,-0.23803669,0.2642585,-0.5701206,0.8005644,0.06872211,0.051306,-0.537193,-0.30786046,-0.02828951,-0.724835,-0.73892546,0.17728354,-0.2538215,-0.19459751,-0.28193203,0.16624819,-0.2575444,-0.5683315,-0.45422372,-0.1264622,-0.55368316,-0.6780922,0.761102,-0.14493465,0.106373355,-0.10408877,0.27686688,0.08665323,-0.13309127,-0.26097885
NTNames#enemyOf,0.36582923,0.09092654,-0.1296136,-0.20789829,-0.36238486,-0.17533022,0.12070917,0.30138105,-0.10736468,-0.18026434,0.26505947,-0.19521342,-0.41066456,0.14620261,-0.077117614,0.4753816,0.042911597,-0.03737777,0.14474891,0.28834137,-0.35189715,-0.35626042,0.48407996,0.3695651,0.38628104,-0.04252906,-0.67782897,0.2219266,0.547985,-0.6538873,0.26842347,0.09362243,-0.57462,0.5041212,-0.21869062,-0.061635673,0.48541552,0.1251526,-0.014789916,0.036145717
NTNames#enemyOf_reverse,0.22283208,-0.14906435,-0.2664521,-0.1779426,0.40323448,-0.31933957,0.21688688,-0.051763885,-0.20554177,0.044806533,-0.7877118,0.31201303,-0.37610805,0.4840712,0.16062352,-0.13228714,-0.0006508555,0.61843735,-0.56490475,0.13459271,0.17745799,0.24322109,0.6339133,0.28142965,-0.23843041,-0.36856848,0.038991682,0.20150878,-0.20800494,-0.8015865,0.12876654,-0.3659676,0.24474366,-0.6134083,0.28502047,0.10933642,-0.36013332,0.1458759,0.40419263,-0.025770137
NTNames#ethnicity,-0.39189583,-0.023680827,0.2505051,-0.17777865,0.30303854,-0.19554827,0.11810781,0.37837085,0.17180704,0.4686815,-0.12434567,0.4172349,-0.45654216,-0.12929289,-0.30803218,-0.071259,0.78274435,0.22888336,-0.21210027,0.28292,-0.18963966,0.14756387,-0.14127475,0.01542785,0.146732,0.16332787,0.65033555,-0.008848897,-0.04029708,0.29178333,-0.4118338,-0.35350996,-0.09595459,0.6242468,0.14672567,0.25042698,0.13398983,0.2210557,0.6274189,0.068245366
NTNames#ethnicityOf,-0.35319337,0.30349365,0.6578132,-0.40069246,-0.5311005,0.011663347,-0.26788077,0.29587677,0.6000715,0.24844682,0.31463397,-0.26623124,-0.19951592,0.36955264,0.18642999,0.167132,-0.7320183,-0.43210292,-0.54278374,-0.0409461,0.28626794,-0.37787586,-0.5328036,-0.047587663,-0.5864139,0.18318698,-0.17370531,0.48934647,0.08931356,-0.3914841,0.35189077,-0.36841697,0.1623345,0.14258796,0.2779438,-0.38817137,0.19472088,-0.16582225,0.6351465,0.0029961895
NTNames#ethnicityOf_reverse,-0.45329988,-0.08418791,0.23574382,-0.16051331,0.2640701,-0.29962155,0.2047271,0.35132527,0.20693813,0.46357238,-0.13176127,0.342537,0.010647918,-0.11546201,-0.22311285,-0.15528114,0.68071264,0.25240454,-0.21333131,0.26799405,0.0049994905,0.054276418,-0.14523534,0.063443355,0.14234449,0.07632323,0.5461236,-0.029098615,-0.020188995,0.3253046,-0.36193764,-0.27389514,0.016234534,0.6694077,0.20124772,0.21163593,-0.057080295,0.35008466,0.7045132,-0.18512294
NTNames#ethnicity_reverse,-0.0677251,0.2537034,0.7754191,-0.42989218,-0.4719327,-0.051123295,-0.2742104,0.30888742,0.3431157,0.32563755,0.090969354,-0.29971656,0.0816424,0.3641108,-0.03142209,0.16022016,-0.7713628,-0.35836262,-0.55586845,-0.22645187,0.46084067,-0.48905155,-0.5162595,-0.11659423,-0.5088619,0.08199547,-0.21621157,0.47716722,0.3142785,-0.4350241,0.5633385,-0.42266196,0.35912195,0.0076306895,0.5447251,-0.46432972,-0.115878515,0.14608514,0.64649886,0.121289894
NTNames#hasAntagonist,0.2830256,-0.0050626327,0.1882698,-0.31149012,-0.34154063,-0.46578854,0.4350423,-0.04934437,-0.09716665,0.23134735,-0.054443154,0.038418528,-0.110140525,0.09004317,0.22061905,-0.22425796,0.16563745,0.33528858,0.059396926,0.34541765,-0.04881186,0.19525468,0.63936883,-0.006895941,-0.0347984,-0.10938493,-0.043977384,-0.5419039,-0.042963307,-0.27779424,0.29932013,-0.28476322,0.25736812,0.37857288,0.14003928,-0.10571005,0.11767147,0.17954372,-0.38709432,0.06315578
NTNames#hasAntagonist_reverse,0.073240615,-0.24210517,0.09778325,-0.3247284,-0.15129612,0.08127676,0.07180449,0.29284397,-0.00093644764,0.066797026,0.5266233,-0.21909168,-0.31637686,0.032281972,0.10719401,-0.0017151214,0.21412043,0.31609273,-0.25183028,0.37163615,-0.11353162,-0.24102537,0.27307054,-0.22077253,0.45390734,0.10484973,-0.2841473,-0.4031434,-0.01438009,-0.55081147,0.07241537,0.019636106,0.086684085,0.5461376,-0.25527745,0.086054415,0.10824039,-0.24735855,-0.2485385,-0.25933367
NTNames#hasEnemy,0.048885673,-0.17230283,-0.32924175,-0.0016163379,0.3379808,-0.047519173,0.2886304,-0.049983323,0.30026793,-0.05260174,-0.56977385,0.17405684,-0.16318923,0.39709967,-0.03165375,-0.029336382,-0.008354578,0.5904748,-0.6000647,0.26309693,0.04299456,0.46406686,0.5931423,0.40177384,-0.18194681,-0.45366162,0.15001534,0.21878582,0.0018674097,-0.3063415,0.08970379,0.10673635,-0.07315763,-0.48287562,-0.09628913,0.008963276,-0.43889233,0.118710294,0.39360908,-0.15925618
NTNames#hasEnemy_reverse,0.22164962,0.15310527,-0.18063903,-0.115115166,-0.037628587,-0.16588317,0.24371745,0.12159155,-0.1271689,0.026061244,0.06282517,-0.13948293,0.043073375,-0.04202032,-0.172378,0.36100057,0.107746586,-0.04504617,0.08176615,0.27355477,-0.3549045,-0.37522733,0.46476054,0.39425212,0.5236684,-0.21597007,-0.6633116,0.3096512,0.36168995,-0.59237707,0.18484227,0.14732064,-0.30206588,0.76786613,-0.35071233,0.15761572,0.09046182,0.0937473,0.06182529,-0.2839497
NTNames#hasOnlyGenealogyMention,-0.4827543,-0.12874168,0.6229756,0.15329301,0.2606354,0.7393088,0.20922087,-0.0594266,0.10606291,-0.23316492,-0.08023386,-0.23818527,-0.78103304,-0.17518973,-0.011956542,-0.40426898,0.8102324,0.073809706,-0.20397773,0.15262967,0.18143284,0.03978052,-0.3025959,-0.011738603,0.23419945,-0.6446804,-0.16057193,0.06814332,0.06666182,0.40988412,-0.28021348,0.36826292,-0.014970966,0.6747415,0.06332282,-0.16217002,0.024892325,0.2856126,0.4968274,-0.065151304
NTNames#hasOnlyGenealogyMention_reverse,-0.05365727,0.2355889,0.45848063,0.18743142,0.47902635,0.38481566,0.81021106,0.24868251,-0.37490457,0.28614143,0.9547885,-0.4719157,-0.16128302,-0.11816687,0.2997163,-0.1904022,-0.31021026,-0.16302508,-0.63862526,-0.34362403,-0.19487834,-0.53988767,-0.47596025,0.5103633,0.42459384,-0.46349722,0.519095,-0.15327212,-0.011952219,-0.87916434,0.5581473,-0.0495289,-0.13018136,-0.12137956,1.0806878,0.59971035,0.24052499,-0.7173681,0.6889889,0.34837842
NTNames#knows,-0.06067837,0.095990434,0.47788823,-0.36287272,0.18000278,0.044861663,0.17383227,0.4734063,-0.016351363,0.088564,0.27601865,-0.4682664,-0.2897922,0.26375312,-0.12375899,0.004383851,0.045364324,0.038590234,0.3538451,0.36453372,-0.2434795,-0.57360876,0.35568282,0.17766865,-0.03032142,-0.14209394,-0.42275357,-0.0117047345,0.11914127,-0.5346843,0.42232883,0.14276719,0.07471796,0.25672573,0.30094603,0.10114478,0.050390832,0.21260248,-0.0045112837,0.08904319
NTNames#knows_reverse,-0.08135945,0.111878835,0.61692697,-0.34249505,-0.013089794,0.00057422306,0.25449938,0.48584306,0.016814815,-0.20979479,0.13853377,-0.40223774,-0.51945627,-0.015208028,-0.48784965,0.004970788,-0.014044573,0.13388251,-0.018252656,0.7180991,-0.21878816,-0.628717,0.34523612,0.47436264,-0.13698716,-0.09828234,-0.112224735,0.026377585,-0.18925618,-0.40340745,0.5105472,0.10187537,0.22298196,0.25939533,0.34536788,0.17553292,0.07471499,-0.1440092,0.120215975,0.017859638
NTNames#latitude,-0.034674745,0.20074937,-0.4890799,-0.3541548,0.26044098,-0.10443804,-0.58001894,-0.1649811,0.06977614,0.3395162,-0.29202893,0.3981452,-0.18924586,-0.14508574,-0.08947259,-0.19562976,-0.37291196,-0.20725228,0.21118851,-0.052816387,0.29823902,0.42890936,0.3756424,0.03224272,-0.45671207,-0.2535842,0.22885667,0.22180387,0.014454586,0.33851668,-0.7056935,-0.27535924,-0.34306544,0.57922673,0.22168581,0.17473082,0.1363328,-0.13638821,0.087492585,0.43010026
NTNames#latitude_reverse,0.044746503,-0.1407977,-0.34162712,-0.3319252,-0.46512568,-0.14736442,-0.30280587,0.16729417,0.48089784,0.096143164,0.05237713,0.21517785,-0.86590606,0.65491897,-0.009584843,-0.2648794,-0.14006647,-0.84915644,-0.099828094,-0.31171733,-0.5950584,0.07885196,-0.024507055,-0.19010058,0.3473767,-0.13698328,0.1868311,-0.60922474,-0.15284443,0.5052403,-0.25804156,-0.40619925,0.39309993,-0.19815071,0.0511172,-0.15173264,-0.11674083,-0.6917334,0.1230617,0.40062636
NTNames#location,-0.021521416,0.051500216,-0.038052283,-0.20370518,0.22635606,-0.24325597,-0.2585122,-0.048000958,0.41151634,0.15552689,-0.0817744,0.21227415,-0.03276124,0.31278753,-0.083793394,-0.07594342,0.0408879,-0.9161175,0.11071719,-0.2435636,-0.44813466,0.08792087,0.34700757,-0.2662194,-0.05298595,0.0151325995,0.29248574,-0.08223601,-0.089999326,0.49175635,-0.15202188,-0.3201265,0.036212202,0.0064226096,-0.16387817,-0.088409536,-0.22772114,-0.4918019,0.11894856,0.3003677
NTNames#locationOf,-0.06272507,-0.0076805768,-0.25393716,0.16577183,0.36128962,-0.16236359,-0.048941877,0.43722314,0.36382166,0.12902704,0.12015742,0.42751315,0.09249173,-0.25371906,-0.20419656,0.14564122,-0.07570694,-0.21679817,0.12840927,-0.0038246056,-0.0384157,-0.09140436,0.021283241,0.07706839,0.2975069,-0.048861314,-0.17310302,-0.31828552,-0.034434166,0.13030347,0.47212225,0.42259097,0.19875517,0.42578188,-0.30145225,-0.06413117,0.28927457,-0.29194212,-0.32860374,0.51887625
NTNames#locationOf_reverse,0.27519742,-0.1640599,-0.3600819,-0.25980332,-0.01864277,0.15045018,0.07502537,-0.3273945,-0.10097955,-0.40338534,0.0286838,-0.48244873,-0.19512685,-0.19831029,-0.39115584,0.1227833,0.2262164,-0.3967109,-0.27863976,-0.048056737,-0.14007491,0.43097997,0.044664253,-0.10304544,-0.77986586,0.122229844,0.5703254,-0.046355944,0.02540587,0.22934493,-0.15679067,-0.08132498,-0.017306726,0.34219313,0.19546658,-0.0016257203,0.13072418,-0.06686902,0.47560862,-0.075015284
NTNames#location_reverse,-0.1758364,0.0852531,0.26325014,0.65385777,0.42449212,-0.114448726,-0.36488494,0.08004681,0.2503685,0.66620356,-0.126956,-0.5744226,0.5641457,-0.03496456,-0.07145524,0.35763192,-0.29985142,0.015966332,0.22745407,-0.34877107,0.12191137,0.18259266,-0.29655406,-0.6280195,-0.08752083,0.16655491,0.09575184,-0.51507485,-0.15935099,0.09583288,-0.17942207,0.26880258,0.2010132,0.000831768,-0.06986232,-0.04332061,-0.113242075,0.27513045,-0.36023873,0.3698769
NTNames#longitude,-0.07714824,0.34134048,-0.41448385,0.4139661,-0.42263287,-0.4463802,-0.5499074,-0.51207227,-0.04745127,0.21657772,-0.27729887,0.31802312,-0.9114957,0.26747364,-0.21151446,-0.24007693,-0.016214844,-0.29715237,-0.06778436,0.15001252,0.38156134,-0.041293655,0.46952608,0.5259565,0.41856417,-0.2488758,0.31453714,-0.2698332,-0.064128056,0.8974051,-0.24100354,-0.61486304,0.3070383,-0.055762332,-0.0051857005,0.82496303,0.11398573,-0.9775366,0.12618652,0.2958403
NTNames#longitude_reverse,-0.0020165516,-0.2743871,-0.3950001,-0.38569823,-0.4490924,-0.19791164,-0.24567598,-0.12743878,0.7307001,0.12649348,-0.0007822437,0.21403159,-1.108716,0.38171676,-0.14880967,-0.79152775,-0.063046254,-0.9173844,-0.14065878,-0.3293926,-0.5839914,0.16014788,-0.010699218,0.07573163,0.30165565,-0.10582342,0.34540796,0.18545075,-0.23350339,0.45286977,-0.25972086,-0.38664183,0.120055154,0.566711,0.001959121,-0.3089227,-0.46805063,-0.57907766,0.10498158,-0.13170016
NTNames#member,0.32819465,-0.23676075,0.06642247,-0.22752711,-0.3484489,-0.038177706,-0.2684893,-0.500987,0.2866572,0.641995,0.052466583,-0.13588993,-0.11565485,0.4339423,-0.06543213,-0.3858963,-0.033865716,0.052313283,-0.29281095,-0.03570744,-0.255184,0.05912103,0.5263934,0.32125562,0.39267752,0.003922847,0.17780659,-0.020893754,-0.37462154,-0.43489623,-0.45498878,-0.011575919,-0.052648462,-0.24428608,-0.0037428036,-0.6046751,-0.2749409,0.2670035,0.015084537,-0.26210675
NTNames#memberOf,-0.32738084,-0.16514108,-0.6465592,-0.2919424,-0.03166252,-0.07462305,-0.1343127,-0.20480551,0.14008191,0.81143075,0.09964839,0.30457515,0.30880582,0.101423986,0.48476276,0.25154382,0.7093146,-0.17075214,-0.16775201,0.10958294,-0.16642424,-0.22412947,0.20398577,-0.081111684,-0.3042825,0.0015294742,-0.36087677,-0.0430466,0.39003178,-0.57444733,-0.62580127,0.6006197,-0.3114952,0.14012663,-0.07725508,-0.0666533,0.26804668,-0.56271327,0.048425037,-0.05627041
NTNames#memberOf_reverse,0.337026,-0.08600259,0.008488922,-0.07835943,0.041853465,-0.11856959,-0.13066661,-0.4375582,0.32507572,0.16398995,0.13720667,0.3187545,-0.47222674,0.13801128,-0.09847702,-0.052026864,-0.34594736,0.28036487,-0.30244318,0.29044354,-0.47393194,0.3337648,-0.006263788,0.122945376,-0.007559703,0.28064057,0.012748318,0.03200208,-0.2984078,-0.4952052,-0.12318729,-0.20889162,-0.035083227,-0.48918054,0.05510414,0.1962533,-0.13148202,-0.07601557,0.10670767,0.19201374
NTNames#member_reverse,-0.05276933,0.72985685,-0.48220342,-0.36899102,-0.1079198,0.013861234,-0.057540085,-0.1315594,-0.47154418,0.50944364,-0.11907963,0.35412505,0.10930966,0.2617248,0.10002556,0.20307517,0.5371538,-0.19744107,-0.47572756,0.003002026,0.10896012,-0.7046149,0.24027218,-0.008643369,-0.16623908,-0.0135789085,-0.27078646,-0.092890725,0.5837715,-0.13811505,-0.35166574,0.64338964,-0.17420156,0.07466599,-0.017577386,-0.24351972,0.27443194,-0.2895479,0.1431109,-0.50024825
NTNames#name_en,0.48587573,0.13140894,0.07097533,-0.16186564,0.06940003,0.22504495,0.07515088,-0.4183913,0.50274444,-0.5499352,0.023346614,0.2893381,-0.4311529,0.3633178,-0.07606507,-0.21663523,0.032198247,0.057715666,0.27055618,0.15889093,-0.2785061,-0.8315413,0.20174374,-0.44712746,-0.14359002,-0.33981037,-0.06313977,0.15311296,0.135883,-0.07930504,-0.29619673,0.71498454,-0.21651459,-0.14047652,0.106403984,-0.036870062,0.040073786,0.5172534,-0.2628552,0.096110076
NTNames#name_en_reverse,0.28022203,-0.1168406,0.46095866,-0.13340425,-0.3367269,-0.089276835,-0.53414565,-0.31710097,0.1779009,0.011501922,-0.09162373,-0.24255188,0.15215288,-0.02355621,-0.28338772,-0.31119984,-0.26657003,0.06791337,0.14211527,-0.7295262,-0.09248259,-0.10091907,0.16080648,-0.49897197,0.66965026,-0.4886543,0.07477206,-0.14343742,-0.4405541,-0.33485794,-0.22092596,-0.3438145,0.53218436,-0.27362472,-0.14063533,0.33019504,-0.1076353,0.19912985,0.2931502,-0.20451953
NTNames#nativePlace,-0.21253811,-0.2315627,0.16463466,0.14289518,0.12526587,0.23465915,-0.18509662,-0.16527435,-0.15470645,0.01598507,0.029227039,-0.470315,0.7182774,-0.34863767,0.034033332,0.003253035,-0.35568467,-0.035319235,-0.019556357,0.014652281,0.32402536,0.3509839,0.41141826,-0.25900027,0.47844827,0.33505327,-0.17786016,0.098439634,0.19977945,0.15875795,-0.23782134,0.053153835,0.02924825,-0.27820387,0.14033422,-0.328832,0.28846818,0.041541677,-0.102198355,0.029988894
NTNames#nativePlaceOf,0.16496487,-0.35756236,0.22396967,-0.25730002,-0.44845477,0.19294694,-0.41876748,-0.37280798,-0.24929059,-0.10826332,0.15259461,-0.080101244,-0.2358764,0.20687944,0.277641,0.03302186,-0.083729066,0.054046087,-0.26310322,0.1338448,-0.47679165,0.3580588,0.0892453,-0.06332702,-0.1760225,0.7278478,0.044386648,-0.3207755,-0.5161106,-0.29167676,-0.17292653,-0.040917456,-0.29032362,0.2259952,0.28034586,0.32108182,0.01803389,-0.22292916,0.095888115,-0.32996687
NTNames#nativePlaceOf_reverse,-0.3204617,-0.21597414,0.28245157,-0.31748605,0.040029846,0.07852147,-0.005832966,0.29941878,-0.24343608,0.22271942,-0.03967561,-0.32020998,0.6127623,-0.41731742,0.07932945,-0.03449346,-0.44689378,0.09013563,0.16281924,-0.05787159,0.34477198,0.47415057,0.47957882,0.09489593,0.46255726,0.58364326,-0.1463544,-0.37551323,0.26009563,-0.18683843,-0.033501893,0.009731483,-0.008702686,-0.088106774,0.1417701,-0.32371312,0.019905973,0.17926235,-0.16218328,-0.17809156
NTNames#nativePlace_reverse,0.20061861,-0.36159012,0.25688353,-0.19644727,-0.46124047,0.22862433,-0.40597096,0.13672017,-0.28893968,-0.30998337,0.15399446,-0.24188304,-0.17436704,-0.40297893,-0.091342546,-0.1712775,-0.26820442,-0.12287077,0.11272524,0.10155423,-0.61628836,0.25788674,-0.056629628,-0.22405231,-0.16508248,0.45960674,-0.14396481,-0.7769963,-0.55686164,-0.27308488,0.13288964,-0.06447596,-0.2875467,0.22923835,0.43496943,0.093480356,0.17798516,-0.26017967,-0.13349368,-0.23373069
NTNames#occupation,0.1636914,-0.5445213,-0.43128943,0.036422253,0.26542637,-0.09397095,-0.28144294,0.20442316,-0.14241244,0.5352643,0.038194478,0.39820153,-0.34611747,-0.07821778,0.42121214,-0.15484588,0.07311691,0.0018200466,0.028247746,0.16007239,-0.02606645,-0.17014866,0.10544501,-0.50461715,0.07694868,0.17136762,0.123864636,-0.50184846,-0.055276297,0.6108974,0.18421078,-0.3844397,-0.701489,0.5249906,0.2056427,0.24498126,-0.18402147,0.15418287,0.26176807,-0.22042985
NTNames#occupation_reverse,0.359647,-0.42450634,-0.4221053,-0.1727781,-0.4271243,-0.26600304,-0.359155,0.18095538,0.20475808,-0.2732394,-0.11944921,0.30160788,-0.7227243,0.3435898,0.2638808,0.16532405,-0.46585053,-0.11191612,-0.30140632,-0.58875626,-0.33733654,0.296505,-0.0042453324,-0.324212,-0.7410149,0.13534297,-0.22878265,-0.8725796,-0.6611515,-0.46795517,-0.17324117,-0.4992726,0.5330399,-0.3307663,-0.105519585,-0.044507653,0.28177088,-0.21310486,0.25092295,-0.097734325
